2019/11/3,,41,0,69,59,64,0,36,42,66,0,48,33,0,55,74,54,54,100,27,100,47,48,0,68,18,46,41,78,98,0,54,56,0,59,97,11,76,41,19,0,52,31,32,23,0,51,0,0,100,0,12,29,72,61,70,81,50,50,33,0,59,52,0,25,0,98,0,0,0,0,61,36,33,0,44,100,51,67,76,0,40,0,33,72,43,0,0,0,0,9,35,63,0,67,38,46,0,0,0,0,19,38,52,0,0,57,95,0,97,44,0,0,41,36,0,55,0,0,0,79,100,41,49,0,89,77,96,100,36,54,0,63,0,34,0,74,25,15,100,0,15,32,74,0,83,78,51,35,29,32,0,100,51,0,80,0,58,0,0,24,0,0,0,0,0,0,70,0,0,40,0,0,0,0,20,0,0,65,0,50,0,55,99,0,0,0,62,19,49,0,0,0,0,53,76,0,50,0,0,100,6,34,16,0,0,0,88,0,0,35,70,100,0,0,0,51,100,0,49,0,8,22,39,31,33,53,0,53,59,62,0,0,0,36,0,49,51,0,35,48,35,41,0,0,0,0,47,26,29,0,0,0,0,0,23,0,27,0,15,74,35,75,0,41,0,18,98,100,79,0,0,31,0,0,42,9,0,0,0,0,60,22,0,0,0,68,0,46,100,75,0,0,75,0,27,0,32,0,0,0,0,0,58,66,0,0,0,0,0,0,0,31,0,0,0,99,0,0,0,54,0,80,0,100,0,95,0,0,8,0,0,27,48,0,0,0,0,51,0,48,0,79,97,100,0,46,41,85,71,0,0,13,100,0,0,38,80,0,21,23,0,0,0,0,71,46,100,100,90,98,70,45,0,0,41,0,0,0,0,18,0,0,0,0,32,97,0,24,0,25,0,0,0,0,6,0,0,0,0,23,42,0,31,0,0,72,0,0,0,0,0,0,0,45,0,98,0,33,0,12,31,50,0,0,51,47,0,0,0,41,0,100,18,30,64,0,95
2019/11/10,,46,48,71,52,65,0,52,0,87,0,40,33,0,0,65,53,0,0,39,33,39,0,0,74,18,54,15,67,0,46,53,54,0,17,57,12,67,44,25,95,46,26,47,23,0,63,60,0,0,0,5,57,0,59,59,80,41,33,33,21,29,26,0,73,51,0,0,0,0,0,47,83,33,0,29,25,33,72,65,30,39,34,70,0,46,0,39,97,0,11,68,31,0,71,75,80,0,0,0,0,11,70,51,0,0,56,0,0,0,87,48,0,50,38,100,35,98,46,0,39,37,40,39,0,87,73,94,0,36,68,0,74,0,0,0,68,48,19,98,0,49,25,37,45,85,0,32,46,28,26,47,0,57,100,72,0,0,0,0,24,39,0,0,0,0,0,53,100,0,25,0,0,0,0,10,0,0,70,0,49,33,90,0,0,0,0,46,19,48,0,100,94,0,63,43,0,0,0,0,0,5,0,21,0,47,0,68,0,0,0,47,0,0,0,0,100,0,0,48,33,16,22,26,40,32,52,48,0,58,50,0,49,0,35,0,26,41,43,0,47,68,53,0,0,0,0,46,52,57,0,33,98,0,0,7,0,23,0,7,77,34,44,0,27,0,26,86,58,63,0,0,38,0,0,0,9,0,0,0,0,60,65,0,0,0,48,0,0,0,37,0,0,0,0,27,0,15,0,0,0,0,0,27,26,0,0,0,0,0,66,0,45,0,0,0,74,0,0,0,48,0,68,0,0,0,92,0,0,10,24,0,16,0,0,0,0,0,34,0,0,0,0,0,0,0,52,60,79,93,87,0,38,0,0,53,100,33,0,30,12,0,0,0,26,51,62,0,0,0,0,46,0,0,0,0,0,0,0,0,26,47,0,0,0,16,0,0,23,98,14,82,0,0,0,6,0,0,58,0,19,100,0,38,98,0,83,0,0,67,0,0,0,0,57,0,0,0,16,0,8,45,96,0,100,100,51,0,0,0,46,0,44,35,58,63,0,0
2019/11/17,,50,0,79,35,70,0,0,0,63,0,56,50,50,54,59,0,0,0,41,33,33,0,0,61,20,55,28,77,0,47,52,68,95,35,0,11,33,50,38,98,47,34,32,0,100,49,0,0,0,88,12,58,36,83,60,82,36,100,67,21,45,53,0,62,26,0,0,47,0,0,61,80,35,59,30,33,34,63,86,31,100,35,45,0,54,0,0,99,0,3,70,31,0,72,38,52,0,0,0,0,14,38,0,0,48,0,0,0,73,44,0,0,54,39,0,46,0,48,0,0,0,41,68,0,0,53,60,0,36,61,0,37,0,0,36,59,49,100,33,0,85,50,87,0,66,0,29,47,0,33,47,0,96,0,57,0,0,0,0,24,39,0,0,0,0,0,58,0,0,34,0,44,0,57,71,0,0,77,44,50,0,55,0,0,0,0,53,17,0,28,33,0,0,58,92,0,50,0,0,0,6,0,32,0,0,0,78,100,0,36,51,0,0,0,0,76,49,0,0,44,17,22,26,40,33,0,0,36,51,41,0,0,0,0,0,80,50,22,35,0,0,55,0,0,0,0,0,0,29,0,34,0,0,0,30,51,27,0,7,90,34,44,0,36,49,53,44,51,44,0,0,43,0,0,42,13,0,0,0,0,66,66,0,100,0,48,0,0,0,75,0,0,37,0,28,0,24,0,0,100,0,0,46,59,0,0,0,0,0,33,0,91,0,0,0,100,0,0,0,41,0,94,51,0,96,0,0,0,18,24,0,21,0,0,0,0,0,43,0,0,0,39,98,0,0,61,53,100,81,0,0,26,0,0,0,67,69,57,26,12,100,0,100,26,71,79,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,22,0,28,0,0,0,97,0,0,0,0,0,19,59,0,24,0,0,64,0,0,34,0,0,0,53,45,0,99,0,16,0,8,91,64,0,0,0,39,0,0,100,33,0,50,18,78,58,0,94
2019/11/24,,95,0,100,74,100,0,0,29,66,0,17,0,52,0,48,0,0,0,66,35,31,50,0,68,26,60,16,80,0,0,52,100,100,31,40,12,47,91,20,0,61,30,17,40,0,55,0,0,0,0,5,36,0,95,31,86,26,0,70,22,31,27,0,0,0,0,0,0,0,0,68,65,100,0,62,26,0,56,95,32,0,0,32,50,62,0,0,0,0,5,0,22,0,88,40,55,0,49,0,0,16,45,0,0,0,0,0,0,0,0,0,0,98,58,0,52,0,0,0,0,26,43,62,51,0,66,50,35,0,61,0,52,0,0,0,55,51,79,0,0,37,53,58,0,64,41,31,24,30,100,50,0,74,0,90,0,0,100,0,13,41,22,0,0,0,0,65,0,0,48,0,46,0,0,10,0,0,95,0,79,0,77,0,0,0,0,74,19,51,29,0,100,0,65,45,100,53,0,30,0,6,0,11,0,0,0,92,0,48,37,62,0,0,0,0,54,0,0,52,35,17,35,34,19,0,42,0,37,47,16,0,0,0,37,0,56,79,23,0,0,36,29,0,0,0,0,74,27,90,0,53,0,0,100,32,0,27,0,11,93,36,41,0,33,51,55,34,44,65,0,0,65,0,42,44,14,0,0,0,0,76,46,0,0,37,39,0,24,0,52,0,0,0,0,29,0,17,0,0,0,0,0,48,48,0,0,0,0,0,0,0,68,100,0,0,66,0,0,0,84,0,100,0,0,0,0,0,0,34,25,0,20,0,0,0,0,0,32,0,0,55,0,0,0,0,40,80,64,46,0,0,54,0,0,56,53,36,0,31,8,0,0,0,0,35,61,0,0,0,0,98,0,0,0,43,0,0,0,0,28,0,0,0,0,0,0,0,36,0,19,44,0,0,0,0,0,0,0,0,52,27,0,33,0,0,56,0,0,36,0,0,0,0,67,0,0,0,17,0,8,0,55,0,0,53,66,0,0,0,46,0,52,19,41,61,0,100
2019/12/1,,72,47,83,34,98,0,0,0,100,0,39,65,72,0,70,0,53,0,39,32,45,46,0,76,23,60,12,86,0,0,50,64,0,17,38,14,69,75,19,0,50,25,23,34,0,77,30,0,0,0,7,51,0,86,49,77,63,32,54,20,86,0,0,73,0,0,0,45,55,0,85,55,67,58,29,40,33,78,95,30,39,0,30,0,71,0,0,0,0,12,34,31,46,58,75,56,0,0,0,0,13,69,34,100,0,56,0,0,94,42,0,0,91,44,0,46,0,0,0,39,85,100,29,47,0,57,87,0,69,68,0,36,0,0,0,64,72,32,33,0,68,25,55,0,60,38,25,23,28,70,47,0,100,0,71,100,0,94,0,23,39,0,0,0,0,0,57,0,0,33,0,0,0,0,10,0,0,69,0,0,0,0,0,0,0,0,100,27,94,27,33,0,95,69,74,0,49,0,28,0,6,0,11,0,0,0,80,0,69,0,54,0,0,95,0,38,0,0,47,49,8,33,32,31,0,26,0,35,60,100,64,48,0,35,0,100,66,21,68,48,33,54,0,0,0,0,0,26,42,0,0,0,0,0,22,100,28,0,7,89,34,82,0,36,48,17,96,76,61,0,0,45,0,0,42,7,0,0,0,0,81,43,0,65,34,46,0,0,0,49,0,0,36,0,27,39,0,0,0,0,0,0,39,51,0,0,0,0,0,0,0,40,0,0,0,77,0,0,0,57,0,84,0,0,0,93,0,0,11,0,0,24,0,0,0,0,0,33,0,0,0,38,95,0,0,59,61,71,69,0,0,19,0,0,0,49,83,0,29,7,0,0,0,0,58,48,0,0,88,0,46,0,0,0,41,47,0,0,0,17,47,51,0,0,0,0,0,30,0,31,61,0,0,0,0,0,48,0,0,37,50,0,61,0,0,78,0,98,34,0,0,0,0,100,0,0,0,16,0,10,60,87,0,0,0,97,0,0,0,46,51,64,18,57,88,0,0
2019/12/8,,72,0,76,58,96,0,36,28,57,0,40,33,0,54,48,0,54,0,47,50,50,0,0,75,23,54,10,88,0,0,52,74,95,29,39,15,53,69,32,0,44,21,16,100,0,75,30,100,0,0,12,70,36,61,40,86,44,65,33,21,0,39,0,75,26,0,0,0,0,0,30,100,60,59,74,50,0,67,32,0,80,35,31,0,73,0,39,0,0,9,52,41,0,57,38,87,0,0,0,0,9,61,34,0,0,0,0,0,48,0,48,0,80,53,0,71,0,0,0,0,75,0,39,0,88,57,65,33,36,50,0,37,0,0,0,55,61,25,0,0,25,38,34,0,46,39,36,23,29,68,47,0,96,0,93,0,0,0,0,12,39,0,0,0,0,0,66,0,100,51,0,0,0,0,5,0,95,96,0,50,0,0,0,0,0,0,62,23,0,42,0,0,0,71,49,0,100,0,0,0,6,0,21,0,48,0,100,0,46,70,28,99,0,0,0,25,0,0,0,33,12,0,33,18,0,26,0,0,74,46,0,0,0,72,98,44,76,44,70,0,69,68,0,0,0,0,47,65,57,0,34,0,0,0,19,0,29,0,11,91,35,100,0,34,0,26,65,54,83,0,0,78,0,40,0,13,0,0,0,0,70,29,0,0,0,44,0,0,0,100,0,0,0,0,27,0,16,0,0,0,0,0,31,40,0,0,0,0,0,100,0,53,0,0,0,69,0,0,88,52,0,83,100,0,97,95,0,0,93,24,0,16,0,100,0,0,0,49,0,0,0,39,97,0,0,61,59,100,44,0,0,32,0,0,0,25,57,0,17,7,0,0,67,26,67,49,0,0,0,0,47,0,0,0,0,0,0,0,0,18,47,0,0,0,0,0,0,26,0,35,85,0,0,0,6,0,49,0,0,61,42,0,43,0,0,69,0,0,0,0,0,0,0,77,0,0,0,16,0,8,76,61,0,0,0,94,0,0,0,49,0,60,0,98,37,0,0
2019/12/15,,85,50,80,53,100,0,0,0,64,54,82,100,100,0,63,0,0,0,62,34,20,0,0,75,24,57,44,83,99,0,75,84,0,36,39,13,64,86,48,0,45,25,41,31,0,92,31,0,0,0,17,94,73,88,51,90,34,33,34,21,0,26,0,0,27,0,0,0,0,100,71,89,72,0,75,34,0,51,60,0,0,0,29,0,65,0,40,0,0,11,70,32,0,73,39,94,0,0,100,0,22,53,0,0,0,0,0,0,0,88,48,100,82,53,0,72,0,48,0,40,51,42,100,49,0,62,42,34,0,69,0,51,0,0,36,58,50,29,85,0,30,32,57,47,69,79,31,24,29,52,48,0,74,0,98,0,0,0,0,24,0,21,0,100,0,0,94,0,0,41,0,0,0,0,12,0,96,68,0,51,68,37,0,0,0,0,87,84,74,28,34,0,0,67,66,0,51,98,0,0,6,0,32,0,0,0,66,0,46,53,27,0,0,0,0,65,0,0,50,0,17,0,67,100,33,27,100,36,65,94,0,0,0,0,100,72,60,0,0,48,70,56,0,0,0,0,72,44,0,0,0,99,0,0,31,0,23,0,11,100,35,51,0,30,49,42,50,49,70,0,0,28,0,40,43,9,0,0,0,0,69,45,0,0,0,47,0,0,0,26,0,0,38,0,69,0,0,50,0,0,0,0,41,47,0,0,0,0,0,68,0,59,0,0,0,55,0,0,0,61,0,83,0,0,0,95,0,0,100,0,0,14,0,0,0,0,0,35,0,0,0,40,0,0,0,100,48,98,59,0,0,32,0,0,0,0,46,0,26,7,0,0,0,0,34,64,0,0,0,0,47,0,0,0,0,50,0,0,0,18,48,0,0,0,0,0,0,20,99,11,42,0,0,0,6,0,0,0,0,35,52,0,36,100,0,55,55,0,35,0,0,0,0,91,0,0,0,16,0,16,62,68,0,0,0,69,0,0,0,58,0,51,0,20,38,0,0
2019/12/22,,100,56,100,80,90,0,0,0,65,0,91,0,56,82,39,0,62,0,70,37,34,0,0,82,31,56,40,95,0,0,64,90,0,33,44,14,68,100,22,0,56,31,100,65,0,49,34,0,0,100,42,53,0,89,34,91,28,0,38,23,0,30,0,42,59,0,100,0,0,0,89,61,86,0,33,38,38,64,55,0,0,79,24,0,51,0,0,0,0,17,0,35,0,70,43,46,0,0,0,48,17,75,0,0,0,64,0,0,55,100,0,0,100,100,0,100,0,0,0,45,28,47,44,54,100,52,61,0,61,100,0,99,0,0,80,57,42,31,37,0,39,64,67,0,88,44,44,27,0,48,0,0,63,0,100,0,0,0,0,14,0,0,0,0,0,0,66,0,0,45,0,100,0,0,0,0,0,71,100,56,0,0,0,0,0,100,60,100,55,31,0,0,0,79,98,0,0,0,49,0,8,0,25,0,0,0,65,0,54,0,30,0,0,0,0,29,0,0,0,38,0,63,37,35,0,30,0,40,82,12,0,0,0,0,0,60,100,38,60,54,0,0,0,0,0,0,54,30,33,0,39,0,0,0,17,0,34,0,8,95,59,57,0,41,55,27,62,73,70,0,0,53,0,0,0,8,54,0,0,0,73,33,0,0,0,71,0,0,0,57,0,0,0,0,31,45,0,0,0,0,0,0,35,37,0,0,0,0,0,38,0,68,0,0,0,64,0,0,100,100,0,78,0,0,0,0,0,0,76,0,0,20,0,0,0,0,0,32,0,0,0,0,0,0,0,86,62,74,100,100,0,22,0,0,0,38,0,0,19,6,0,0,0,0,55,69,0,0,100,0,0,100,0,0,47,0,0,0,0,60,54,0,0,0,0,0,0,28,0,8,72,0,100,0,0,0,0,0,0,100,29,0,47,0,0,55,0,0,39,0,0,0,0,43,0,0,0,18,0,0,0,57,0,0,0,71,0,0,0,68,0,62,20,67,90,0,0
2019/12/29,,56,0,75,37,73,0,38,0,70,0,60,70,52,57,74,0,58,0,73,36,21,51,0,94,22,57,22,90,0,0,62,81,0,19,0,14,43,55,20,0,53,24,43,50,0,59,32,0,0,0,12,68,38,67,43,91,65,0,72,0,47,28,0,67,0,0,0,100,0,0,83,52,48,0,0,62,0,55,81,100,43,0,43,0,45,0,42,0,0,15,37,0,0,67,61,74,0,0,0,0,19,76,37,0,51,61,100,0,51,0,0,0,54,65,0,88,0,0,0,42,93,44,31,0,0,50,64,35,39,70,0,81,0,0,38,80,26,22,71,0,32,27,82,0,100,82,37,25,0,40,0,0,57,0,77,0,0,0,0,26,0,22,0,0,0,0,91,0,0,61,0,0,0,61,5,0,100,61,48,0,35,39,0,0,0,0,55,50,0,0,36,0,0,81,52,0,0,0,0,0,5,0,29,0,51,0,76,0,49,56,35,0,0,0,0,41,52,0,52,35,9,47,42,24,0,56,0,76,88,22,0,52,0,0,0,38,40,23,56,51,37,58,0,0,0,0,50,56,61,0,54,0,0,0,24,0,26,0,8,94,37,89,0,44,0,37,70,74,48,0,0,54,0,0,45,12,0,0,0,0,73,47,0,0,37,58,0,24,0,40,0,0,40,0,87,0,0,0,0,0,0,0,26,42,0,0,0,0,0,36,0,84,0,0,0,55,0,0,94,58,0,88,80,0,0,100,0,0,65,0,0,19,0,0,0,0,0,32,0,0,0,83,0,0,0,57,46,70,72,0,0,34,0,0,57,40,91,0,23,6,0,0,0,28,44,93,0,0,0,0,100,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,32,0,7,0,0,0,0,6,0,0,0,0,90,41,0,29,0,0,57,0,0,37,0,0,0,0,20,0,0,0,0,100,8,32,53,0,0,54,56,100,0,0,61,0,32,48,21,73,0,0
2020/1/5,,37,0,69,52,59,0,35,0,50,0,64,32,0,0,74,0,0,0,51,32,59,47,0,66,20,40,79,83,0,0,62,51,0,46,76,11,84,36,28,0,42,24,24,23,0,53,29,0,0,87,14,63,35,66,39,81,46,0,33,0,44,38,0,73,26,0,88,46,0,0,51,45,31,0,58,33,100,75,55,0,39,34,35,48,49,0,39,0,0,11,34,41,47,72,56,34,0,0,0,0,12,32,34,0,0,56,0,0,63,0,0,0,28,34,0,41,0,0,0,58,86,0,39,0,0,52,88,0,0,52,0,37,0,0,0,100,48,22,33,0,10,31,70,0,91,38,22,34,84,17,0,98,82,0,66,0,57,0,0,41,0,31,0,0,0,0,65,0,0,34,0,43,0,0,0,0,0,68,0,50,66,72,0,100,0,0,42,32,47,27,33,0,0,67,43,0,0,0,29,0,5,0,43,0,0,0,80,0,0,0,23,0,0,0,0,100,0,0,0,32,8,44,64,35,32,26,0,0,100,40,0,49,0,35,0,48,75,22,52,47,0,0,0,0,0,0,47,64,0,0,33,97,100,0,26,0,28,0,14,90,51,71,0,38,96,35,75,81,59,0,0,19,0,40,0,9,0,0,0,0,66,65,0,65,0,55,0,22,0,37,0,0,37,0,53,0,31,0,0,0,0,0,30,32,0,100,0,0,0,0,0,47,0,0,97,70,0,0,0,38,0,69,0,0,0,0,0,0,29,24,0,24,0,0,0,0,0,38,0,0,0,0,0,0,0,30,44,68,67,86,0,100,0,0,52,38,67,56,38,7,0,0,0,51,84,51,0,0,0,0,45,0,96,0,82,49,0,0,0,0,47,0,0,0,0,0,0,25,0,17,42,0,0,0,6,0,0,0,0,38,75,0,15,0,0,70,0,0,34,0,0,0,0,75,0,0,0,0,0,15,30,58,0,0,0,46,0,0,0,32,52,15,0,29,52,0,0
2020/1/12,,35,46,67,66,60,0,67,0,89,50,53,31,0,0,76,51,0,0,48,0,31,45,0,73,19,37,31,74,0,0,66,71,0,44,36,15,69,34,27,0,32,25,30,22,0,43,28,0,0,84,0,98,34,66,19,86,51,31,31,20,0,74,48,59,25,0,0,0,0,0,90,68,29,0,28,31,32,76,41,29,0,0,42,45,53,0,0,92,0,10,32,98,0,73,36,49,0,0,0,0,15,13,0,0,0,53,0,0,0,0,0,0,44,38,0,38,0,44,0,37,47,58,74,45,0,51,79,31,34,51,0,0,0,0,0,90,23,21,31,0,19,36,64,0,92,37,35,66,0,13,45,0,44,0,88,0,54,0,0,45,74,39,56,0,0,0,55,0,0,86,0,0,0,54,5,0,0,65,84,47,0,69,0,0,0,0,48,27,0,26,64,90,0,65,66,0,0,0,27,0,4,31,10,0,0,0,60,0,43,33,41,0,0,0,0,24,0,0,46,31,8,21,18,42,31,100,0,34,80,19,61,46,0,34,0,59,48,0,100,45,0,26,0,94,0,0,0,25,54,0,64,0,0,0,18,0,25,0,18,86,0,42,0,45,46,58,62,95,55,0,0,37,0,0,40,11,0,0,0,0,61,28,0,63,0,62,0,32,0,47,0,0,0,0,0,0,0,0,0,0,0,56,35,62,0,0,0,0,0,0,0,59,0,0,0,94,0,0,83,36,0,84,0,0,0,89,0,0,39,23,0,17,0,0,0,0,0,80,0,0,50,55,0,94,0,29,29,29,54,0,0,36,0,0,100,56,54,54,20,8,0,0,0,25,60,69,0,0,0,0,44,0,0,0,52,46,0,92,0,0,0,49,0,0,0,0,0,34,0,17,0,0,41,0,0,0,46,56,0,43,24,0,37,0,47,67,0,0,32,0,0,0,0,66,0,92,0,30,0,15,29,37,0,0,95,49,0,0,0,70,0,28,17,28,100,0,0
2020/1/19,,36,0,58,68,56,0,35,28,48,0,40,65,73,53,63,53,0,0,19,33,52,0,0,81,21,39,50,69,0,0,44,59,94,35,76,11,59,36,37,95,37,30,0,34,0,58,30,0,0,0,11,63,70,60,29,86,46,32,33,0,59,38,100,24,26,0,0,0,56,0,94,53,29,0,29,25,33,71,83,0,39,0,33,47,58,0,39,0,0,14,51,20,47,72,37,51,0,0,0,42,25,14,34,0,0,56,0,0,0,43,47,0,56,42,50,36,0,46,0,0,24,61,38,47,87,53,47,0,0,56,0,37,0,0,0,89,48,24,65,0,10,43,58,45,87,0,32,23,56,13,46,0,71,0,74,0,56,0,0,24,0,0,0,0,47,0,72,0,0,75,0,43,0,56,5,0,0,58,0,0,0,36,0,0,0,0,37,22,48,0,65,94,97,58,59,0,0,0,0,0,8,0,16,0,0,0,68,0,45,69,47,98,0,0,0,25,47,0,0,32,0,22,51,44,0,39,0,0,89,46,64,49,49,35,0,43,62,22,52,0,34,27,0,0,0,0,0,38,56,47,100,0,0,0,26,0,23,0,100,92,0,60,0,44,48,29,64,80,73,0,0,31,0,39,82,11,0,100,0,0,65,72,0,65,0,52,0,0,0,49,0,0,37,0,27,0,31,48,0,49,0,0,36,52,0,0,0,0,0,66,0,52,0,0,0,67,0,0,0,39,0,78,0,98,0,93,0,0,34,24,100,17,47,0,0,0,0,62,53,0,0,39,0,0,0,30,38,60,50,86,0,44,0,0,0,25,33,0,38,8,0,0,0,0,40,62,0,0,0,0,46,0,96,0,0,0,0,0,0,17,46,51,0,0,23,0,0,30,0,14,0,0,43,96,6,0,48,0,0,49,66,0,38,0,0,68,0,100,34,0,0,0,0,56,0,0,0,16,0,8,30,46,100,0,49,66,0,0,0,48,0,29,0,87,55,0,0
2020/1/26,,34,71,57,34,56,0,34,40,50,0,62,48,0,52,72,0,52,0,57,48,19,0,0,56,19,47,44,95,95,0,45,57,0,11,37,11,65,32,46,0,39,21,46,22,0,67,0,0,0,0,5,73,35,66,68,78,48,32,32,40,57,50,0,0,38,0,0,0,0,0,71,89,26,0,28,0,32,80,55,30,0,0,30,93,62,0,0,94,0,33,100,40,46,65,73,56,100,0,0,0,15,46,100,0,46,0,0,0,47,0,0,0,35,36,0,48,0,0,0,0,36,40,66,47,86,63,81,0,35,57,0,36,0,0,34,83,59,22,32,0,29,49,80,0,80,0,27,68,28,13,46,0,54,0,80,0,55,0,0,23,38,0,0,0,0,93,52,0,0,55,0,0,0,0,7,100,0,68,43,48,0,71,0,0,0,84,26,20,47,0,0,0,0,64,52,0,0,0,27,0,4,0,100,0,0,0,69,0,0,34,27,0,0,0,0,37,48,0,0,64,0,21,25,21,0,26,0,34,86,25,0,48,0,0,0,68,49,21,34,93,100,44,0,0,0,0,45,25,41,0,0,0,0,0,11,0,25,0,33,91,100,59,0,41,47,45,63,71,74,0,0,42,0,0,41,11,45,98,0,0,57,42,0,64,34,84,0,0,0,72,0,0,0,100,26,0,15,0,0,0,0,57,53,45,0,0,0,0,0,65,0,67,0,0,0,86,0,93,0,38,0,68,0,0,0,0,0,0,46,23,0,14,0,0,0,0,100,49,0,0,0,0,0,0,0,29,26,74,62,0,0,37,0,0,0,57,33,0,17,15,0,0,0,25,76,66,0,0,0,0,67,0,0,0,79,0,0,94,0,51,46,0,0,0,15,0,0,25,0,31,0,0,42,94,0,0,0,57,0,55,24,0,23,0,0,79,53,0,0,0,0,93,50,28,0,0,0,16,0,17,89,67,0,0,0,100,0,0,0,53,0,34,17,38,51,0,0
2020/2/2,,33,0,55,34,55,93,34,0,63,0,70,32,47,0,58,0,0,0,31,48,45,45,0,62,18,36,34,87,94,0,75,76,0,23,75,14,80,32,73,0,28,28,100,22,0,51,58,96,0,0,65,33,51,59,38,79,32,0,32,20,43,62,49,71,0,0,0,0,0,0,100,66,29,0,57,32,32,87,80,0,0,0,21,46,57,0,0,93,0,15,44,100,0,62,0,28,0,0,0,0,21,41,33,0,0,55,0,0,93,0,0,0,33,32,48,35,0,0,99,0,47,40,56,0,0,46,69,32,69,53,0,72,0,0,0,69,23,35,32,0,19,24,95,0,64,0,33,44,27,12,45,0,53,0,77,0,0,0,0,23,0,20,0,0,0,0,100,0,0,60,0,0,0,55,5,100,0,66,0,0,32,35,0,0,0,0,31,32,47,0,0,0,0,62,99,0,0,0,0,0,10,0,26,0,44,0,69,0,0,50,28,0,0,0,0,25,46,0,47,32,0,22,25,26,32,25,48,0,73,35,0,0,47,35,0,51,56,21,51,0,0,39,0,0,0,0,0,50,27,0,32,94,0,0,18,0,26,0,24,78,0,53,0,39,47,28,94,76,60,0,0,34,0,0,40,9,0,0,0,0,60,63,0,0,0,100,0,44,0,32,0,0,36,0,52,38,15,0,0,0,0,0,100,63,0,0,0,94,0,64,0,48,0,0,0,78,0,0,0,37,0,75,0,0,0,91,100,0,27,0,98,14,0,0,0,0,0,51,0,0,51,38,93,96,0,29,30,52,81,84,0,25,0,0,51,40,55,0,37,22,0,0,0,50,100,67,0,0,0,0,0,0,0,100,40,0,0,0,0,17,46,0,0,0,0,0,0,19,0,31,80,0,42,0,0,0,0,0,0,37,36,0,45,0,0,56,0,0,0,0,0,0,0,55,0,93,0,0,0,15,58,35,0,98,49,50,0,0,0,53,100,19,17,57,66,0,91
